Date,SPY,FXE,EWJ,GLD,QQQ,SHV,DBA,USO,XBI,ILF,GAF,EPP,FEZ,Mkt-RF,SMB,HML,RF
2009-01-29,69.969139,129.23645,30.542421,89.5,26.894737,108.14938400000001,25.110001,29.219998999999998,16.587967000000003,20.432318,30.161242,15.587057000000001,20.821688,-3.23,-0.15,-2.29,0.0
2009-01-30,68.545753,127.683105,29.800077,91.309998,26.421936,108.14938400000001,24.940001000000002,29.219998999999998,16.569128,20.221922,29.470715,15.380972,20.478912,-2.16,0.19,-1.19,0.0
2009-02-02,68.338844,128.012039,29.800077,88.839996,26.740170000000003,108.162125,24.76,28.4,16.657042,19.987253,29.66914,15.518357,20.376814000000003,0.06,1.29,-0.5,0.001
2009-02-03,69.298805,129.965652,30.365678999999997,88.470001,27.158401,108.13265200000001,24.219998999999998,28.870001000000002,17.222223,20.561787,30.359673,15.820623000000001,21.113413,1.46,-0.19,-2.35,0.001
2009-02-04,68.959526,128.10173,30.648478000000004,89.18,27.194769,108.064072,24.049999,28.27,17.234783,20.877369,30.058062,15.497748999999999,20.887323000000002,-0.6,-0.23,-0.43,0.001
2009-02-05,69.985672,127.553528,30.542421,90.120003,27.794857,108.13265200000001,24.73,28.809998999999998,17.476553,21.484274,30.947029,15.724448,21.193634,1.61,0.14,-0.24,0.001
2009-02-06,71.980042,128.83931,30.719175,89.589996,28.52223,108.064072,25.08,28.200001,17.63983,22.819457999999997,31.947111,16.493837,21.813547,2.79,-0.04,2.19,0.001
2009-02-09,72.079353,129.72644,30.153576,88.32,28.640432,108.10328700000001,25.23,28.25,17.520514000000002,22.552423,31.867739,16.404537,21.973995000000002,0.03,-0.93,0.2,0.001
2009-02-10,68.777443,128.450592,29.093077,90.209999,27.585743,108.122879,24.940001000000002,26.91,17.002434,21.354805,30.319988,15.326008999999999,20.624775,-4.62,1.06,-2.78,0.001
2009-02-11,69.182953,128.530334,29.234476,92.290001,27.458446999999996,108.10328700000001,24.68,26.08,17.002434,21.484274,31.050209,15.841231,20.92379,0.75,-0.76,1.25,0.001
2009-02-12,69.232597,128.201401,29.199129,93.16999799999999,27.794857,108.08366399999998,24.559998999999998,26.129998999999998,17.401203,21.589470000000002,31.518499,15.820623000000001,20.763348,0.3,0.32,-0.59,0.001
2009-02-13,68.487801,128.470551,28.421427,92.550003,27.667574,108.09349099999999,24.49,25.6,17.266184,21.816048000000002,30.931154,15.923666,20.551849,-0.85,0.97,-1.44,0.001
2009-02-17,65.558304,125.67963400000001,27.466974,95.449997,26.567411,108.05426000000001,23.66,23.459999,16.829739,20.310935999999998,30.034248,15.010014000000002,19.093239,-4.36,1.0,-2.3,0.001
2009-02-18,65.40104699999999,125.14138799999999,27.679075,96.910004,26.5856,108.10328700000001,23.129998999999998,22.860001,16.682164999999998,20.173374,29.931068,15.140537,19.071358,-0.33,-0.93,-0.71,0.001
2009-02-19,64.697639,126.16804499999999,27.290221999999996,95.769997,26.176448999999998,107.985619,23.66,24.280001000000002,16.289679,20.124817,29.883448,15.19549,19.013006,-1.15,-0.04,-1.99,0.001
2009-02-20,64.068726,127.972168,26.936728999999996,97.800003,26.249184000000003,108.024841,23.33,24.35,16.054185999999998,19.339895000000002,29.994568,15.126795999999999,18.648355,-1.16,-0.02,-0.99,0.001
2009-02-23,61.776398,126.636513,25.805523,97.730003,25.33087,108.10328700000001,23.370001000000002,23.32,15.740201,18.069452,28.986538,14.748971,17.831537,-3.43,-0.47,0.87,0.001
2009-02-24,64.118362,128.051865,26.866026,94.730003,26.167355,108.09349099999999,23.6,24.440001000000002,16.179787,19.129503,30.375547,15.429056,18.662943,4.0,-0.96,2.93,0.001
2009-02-25,63.613564000000004,126.756119,26.159027,93.150002,25.9946,108.05426000000001,23.809998999999998,26.0,16.123268,19.072855,29.819946,15.058101999999998,18.123262,-1.15,-1.45,0.18,0.001
2009-02-26,62.579108999999995,126.985374,25.840874,93.059998,25.267231,108.064072,23.860001,27.23,15.344579999999999,19.226604000000002,29.80407,14.961926,18.050327,-1.53,-0.42,1.28,0.001
2009-02-27,61.180553,126.387321,26.052973,92.629997,25.030827,108.08366399999998,23.620001000000002,27.049999,14.53135,18.927198,29.034172,14.645923999999999,17.93364,-2.01,1.8,-2.12,0.001
2009-03-02,58.424828000000005,125.3592,25.133871,90.93,24.221619,108.117989,22.5,24.48,13.843715,17.511097,27.303865,13.986448000000001,16.810505,-4.75,-0.24,-0.29,0.001
2009-03-03,57.986237,125.478874,25.063175,90.040001,24.203433999999998,108.117989,22.559998999999998,25.389999,14.013272,17.761951,27.589603,14.130709,16.919905,-0.71,-0.69,-2.42,0.001
2009-03-04,59.359947,126.027344,25.734825,88.989998,24.848982,108.137642,23.43,27.610001,14.280161999999999,18.991936,28.359503,14.803925,17.59816,2.42,0.53,-0.98,0.001
2009-03-05,56.93525699999999,125.249504,25.239922,91.989998,24.103424,108.12781499999998,23.02,26.559998999999998,13.592528,18.304117,27.232431,14.06201,16.671946,-4.21,-0.48,-2.99,0.001
2009-03-06,57.03455699999999,125.997421,25.169222,92.290001,23.912481,108.12781499999998,23.4,27.99,13.812319,18.336485,27.399109,14.048275,16.59901,0.2,0.41,-0.66,0.001
2009-03-09,56.364219999999996,125.72816499999999,24.285470999999998,90.57,23.403326,108.12781499999998,23.200001,28.65,13.777783,18.020895,27.097498,13.780361,16.24894,-1.09,-0.93,0.33,0.001
2009-03-10,59.724075,126.426231,25.522722,88.139999,24.848982,108.14743,23.6,27.83,14.277021,19.24279,28.534128,14.63906,17.525225,6.35,-0.91,4.15,0.001
2009-03-11,60.113029000000004,128.151382,25.628777,89.220001,25.230856,108.14743,23.23,26.299999,13.909654000000002,19.356077,29.192909,14.652795000000001,17.714844,0.3,-0.55,0.57,0.001
2009-03-12,62.479797,128.92918400000002,25.593422,91.099998,26.067341,108.167076,23.82,28.23,14.795098999999999,20.181459,30.304108,15.010014000000002,18.502492999999998,4.16,1.12,2.6,0.001
2009-03-13,62.968059999999994,128.829483,25.840874,91.300003,26.130987,108.186691,23.709999,27.629998999999998,15.171887,20.238106,30.280313,15.332882000000001,18.531668,0.73,0.17,0.55,0.001
2009-03-16,62.777737,129.25826999999998,26.300423,90.800003,25.694554999999998,108.14743,24.200001,28.25,14.785682999999999,20.068176,30.304108,15.504622,18.743170000000003,-0.55,-1.02,0.42,0.001
2009-03-17,64.697639,129.826721,27.219521999999998,90.040001,26.667427000000004,108.157265,24.41,29.440001000000002,15.284920000000001,20.69935,30.756536,15.971756,19.166162,3.2,0.68,1.41,0.001
2009-03-18,66.145836,134.593338,27.855827,93.089996,27.003834,108.196503,24.559998999999998,29.610001,15.375976000000001,21.095858,31.447067,16.232796,19.815254,2.18,0.09,3.96,0.001
2009-03-19,65.326576,136.388351,27.714423999999998,94.349998,26.985646999999997,108.17688799999999,24.98,30.360001,15.146767,21.079672,31.605806,16.301491,19.873594,-1.03,1.0,-2.53,0.001
2009-03-20,63.935501,135.301376,27.113471999999998,93.589996,26.574917,108.167076,25.01,30.76,14.72471,20.755997,31.542318,16.191576,19.615606,-1.95,-0.36,-0.79,0.001
2009-03-23,68.527916,136.16896100000002,29.234476,92.08000200000001,28.141356,108.186691,25.23,31.780001000000002,15.288502,22.301561,33.526611,17.586107000000002,21.201521,6.89,-0.65,4.03,0.001
2009-03-24,67.177727,134.264313,28.421427,90.949997,27.622244,108.17688799999999,24.540001,31.610001,14.945189000000001,21.54092,32.859886,17.091496,20.41222,-1.93,-1.14,-1.53,0.001
2009-03-25,67.886162,135.610535,29.269825,91.980003,27.749747999999997,108.186691,24.040001,31.209999,15.203460999999999,21.905054,33.129753,17.311319,20.931112,0.94,0.96,1.3,0.001
2009-03-26,69.26971400000001,134.86261000000002,29.587975,91.93,28.605828999999996,108.196503,24.18,32.02,15.937341,22.30966,33.828217,17.805927,21.135744,2.68,1.89,-0.01,0.001
2009-03-27,68.019524,132.658752,29.093077,90.690002,28.068490999999998,108.17688799999999,23.85,30.75,15.480630999999999,21.387169,32.216976,17.222019,20.171047,-2.06,-1.35,0.28,0.001
2009-03-30,65.669128,131.591751,27.961878000000002,89.980003,27.376345,108.20630600000001,23.9,28.700001,15.206610000000001,20.472775,31.256575,16.500711,19.05286,-3.47,1.74,-3.83,0.001
2009-03-31,66.277573,132.499207,27.926529,90.279999,27.613138,108.20630600000001,24.49,29.049999,15.118422,20.7479,32.582085,16.91975,19.842164999999998,1.29,-0.56,1.52,0.001
2009-04-01,67.561104,132.02539099999998,28.739576,91.029999,28.022964,108.187683,24.27,28.58,14.850697,21.492363,33.653599,17.345669,20.229507,1.65,-0.5,1.47,0.001
2009-04-02,69.536423,134.07034299999998,29.76473,88.800003,28.924576000000002,108.16803700000001,24.860001,30.98,14.872745000000002,22.803268,34.518753,18.211237,21.296526,3.07,1.93,0.49,0.001
2009-04-03,70.228226,134.519272,29.517275,87.589996,29.461906,108.187683,25.0,30.93,14.715263,23.434444,34.756863,18.513493,21.676565,1.02,-0.12,0.86,0.001
2009-04-06,69.67813100000001,133.771088,28.880971999999996,85.269997,29.389055,108.16803700000001,24.799999,30.23,14.456987,22.932743,34.375885,18.238708,20.982264999999998,-0.92,-0.66,-0.48,0.001
2009-04-07,68.052856,132.36456299999998,28.704224,86.739998,28.614939,108.207298,24.379998999999998,28.940001000000002,14.173522,22.641434,33.534538,17.854012,20.463375,-2.42,-0.73,-0.19,0.001
2009-04-08,68.78628499999999,132.184998,28.916327000000003,86.610001,29.097614,108.207298,24.32,29.49,14.368796,22.932743,34.018711,17.860885999999997,20.828798000000003,1.28,1.06,0.09,0.001
2009-04-09,71.520065,131.347046,29.976822,86.309998,29.999230999999998,108.19748700000001,24.99,30.690001000000002,14.611323,24.138448999999998,34.92355,18.486013,21.471931,3.92,0.36,4.33,0.001
2009-04-13,71.53675799999999,133.461838,30.047527000000002,87.879997,29.953695,108.207298,24.65,29.68,14.668017,24.348845999999998,35.304531,18.808887,21.735027,0.26,-0.92,2.27,0.001
2009-04-14,70.30323800000001,132.424423,29.76473,87.370003,29.589413,108.22691299999998,24.74,29.209999,14.321554,23.64484,34.645744,18.58906,21.530394,-2.02,-0.07,-2.85,0.001
2009-04-15,71.053314,131.955566,29.906129999999997,87.5,29.507447999999997,108.24652900000001,24.549999,29.309998999999998,14.220761999999999,23.847141,34.733059,18.966883,21.778881,1.12,-0.15,2.32,0.001
2009-04-16,72.0952,131.366974,30.012177,85.809998,30.272451,108.24652900000001,24.48,29.290001,14.283757000000001,24.259832,35.447399,19.111147,22.005438,1.69,1.23,0.13,0.001
2009-04-17,72.578598,129.920563,30.153576,85.220001,30.336214000000002,108.22691299999998,24.51,29.450001,14.24911,23.936153,35.106102,18.898191,21.983517000000003,0.55,0.86,0.27,0.001
2009-04-20,69.536423,128.932999,29.481926,86.949997,29.361731,108.256371,23.67,27.219998999999998,13.874298000000001,22.649523000000002,33.137684,17.874624,20.704554,-4.32,0.05,-4.22,0.001
2009-04-21,70.894974,129.122543,29.835421000000004,86.889999,29.771555,108.236717,24.24,27.33,13.937295,23.361620000000002,33.613914,18.396715,21.259987,2.19,0.79,3.08,0.001
2009-04-22,70.461586,129.63128700000001,29.941475,87.379997,29.862631,108.256371,24.24,27.34,13.801855999999999,23.215961,33.280548,18.087582,21.164978,-0.61,1.47,-1.1,0.001
2009-04-23,71.153374,131.097672,30.118227,88.800003,30.154055,108.26619699999999,24.6,27.879998999999998,13.839654000000001,23.636745,34.225071,18.657757,21.647331,0.66,-1.83,0.24,0.001
2009-04-24,72.228539,132.145096,30.577773999999998,89.720001,30.682289,108.19748700000001,24.75,28.9,14.053833,24.106089,35.296597,18.891320999999998,22.268539,1.77,0.8,0.17,0.001
2009-04-27,71.545097,130.060257,30.507078000000003,89.010002,30.7187,108.207298,24.299999,28.08,14.167218,23.037941,34.487003,18.307404000000002,21.764259,-0.95,-0.46,-1.71,0.001
2009-04-28,71.320045,131.137589,30.012177,87.75,30.491034000000003,108.21713999999999,24.25,27.85,14.24911,23.199778,35.058483,18.053236,21.654638000000002,-0.2,0.92,0.07,0.001
2009-04-29,72.836998,132.20498700000002,30.259624,88.33000200000001,30.909962,108.276016,24.860001,28.559998999999998,14.535729000000002,24.324572,36.058567,18.836365,22.319696,2.41,0.75,1.18,0.001
2009-04-30,72.861977,132.005447,30.082884000000004,87.269997,31.219611999999998,108.26619699999999,25.290001,28.629998999999998,14.258557999999999,24.130357999999998,35.526772,19.076798999999998,22.59742,-0.04,-0.42,-0.64,0.001
2009-05-01,73.253716,132.355606,30.542421,86.949997,31.301563,108.205299,26.110001,29.620001000000002,14.173522,24.955748,35.876011,19.131757999999998,22.780120999999998,0.45,-0.48,-0.25,0.0
2009-05-04,75.745796,133.732437,31.355478,88.639999,31.920868,108.19549599999999,25.870001000000002,30.559998999999998,14.34675,26.436581,37.606312,20.313326,23.708277,3.36,-0.39,2.93,0.0
2009-05-05,75.487404,132.894409,31.249423999999998,88.25,31.893551000000002,108.17585,25.719998999999998,30.15,14.431791,26.477043,37.066582,20.141583999999998,23.372101,-0.27,0.19,-0.15,0.0
2009-05-06,76.795959,132.974228,31.991789,89.540001,31.902646999999998,108.18566100000001,26.059998999999998,31.43,14.318403,27.20532,38.074604,20.849154000000002,23.949459,1.45,-2.07,2.63,0.0
2009-05-07,75.729134,133.542862,31.249423999999998,89.440002,31.155859000000003,108.17585,26.16,31.49,14.482185999999999,26.501316,36.820534,20.615582,23.569426999999997,-1.42,-0.77,-0.8,0.0
2009-05-08,77.496078,135.927414,32.522034000000005,89.980003,31.17407,108.16603899999998,26.73,32.490002000000004,14.753058,27.391439000000002,38.431774,21.467405,24.709533999999998,2.48,0.26,2.76,0.0
2009-05-11,76.045815,135.5383,32.203869,89.690002,31.283341999999998,108.18566100000001,26.68,32.290001000000004,14.93574,27.124405,37.86824,20.540018,24.081007,-2.01,1.22,-2.45,0.0
2009-05-12,75.82081600000001,136.067093,32.380627000000004,90.699997,30.900856,108.19549599999999,26.84,32.630001,14.828651,26.841183,37.884106,20.698014999999998,24.183325,-0.31,-0.79,-1.63,0.0
2009-05-13,73.912163,135.5383,31.779676000000002,91.089996,30.072096000000002,108.205299,26.5,32.189999,14.416039999999999,25.611198,36.503052,19.894279,23.291710000000002,-2.91,-1.52,-1.48,0.0
2009-05-14,74.545609,136.03718600000002,31.815022999999997,91.029999,30.409065000000002,108.205299,27.040001,32.400002,14.441239000000001,26.193825,37.249142,20.155325,23.554807999999998,1.11,0.5,0.96,0.0
2009-05-15,73.937157,134.59046899999998,32.133171000000004,91.550003,30.390858,108.21514099999999,26.15,31.299999,14.192416,25.700211,36.598289,19.839320999999998,23.160156,-1.02,0.56,-1.13,0.0
2009-05-18,76.03750600000001,135.239014,32.415977000000005,90.360001,31.183173999999998,108.19549599999999,26.889999,32.709998999999996,14.44439,27.334795,37.804749,20.856014000000002,24.314875,3.13,0.35,1.93,0.0
2009-05-19,75.94583100000001,136.03718600000002,32.203869,90.959999,31.328907,108.205299,26.9,32.790001000000004,14.485334,27.658476,38.566704,21.103319,24.570667,-0.04,0.2,-1.21,0.0
2009-05-20,75.437416,137.394028,32.628075,92.25,31.219611999999998,108.244583,27.049999,33.869999,14.526280999999999,27.804132,39.019123,21.062110999999998,24.811842000000002,-0.48,-0.02,-1.1,0.0
2009-05-21,74.353882,138.740936,32.203869,93.849998,30.645844,108.244583,27.200001,33.380001,14.331002999999999,27.189138,38.987377,20.643063,24.782614000000002,-1.68,-0.11,0.35,0.0
2009-05-22,74.19549599999999,139.72868300000002,32.309937,94.150002,30.545672999999997,108.205299,27.629998999999998,33.700001,14.24911,27.569461999999998,39.431858,20.842279,25.016474,-0.15,-0.34,-0.58,0.0
2009-05-26,76.095863,139.489212,33.37043,93.760002,31.684085999999997,108.18566100000001,27.709999,34.110001000000004,14.668017,28.354395,39.463612,21.501757,25.579214,2.78,1.52,0.62,0.0
2009-05-27,74.737274,138.701065,32.734127,93.449997,31.465504,108.205299,27.709999,34.580002,14.633367999999999,28.127803999999998,39.495361,21.02776,24.965317000000002,-1.8,0.25,-1.29,0.0
2009-05-28,75.77912099999999,139.090179,32.522034000000005,94.239998,31.829791999999998,108.28383600000001,27.76,35.34,14.642819,28.87228,40.53513,21.206364,25.433054000000002,1.35,-1.37,0.45,0.0
2009-05-29,77.121002,141.055649,33.122982,96.199997,32.221396999999996,108.21514099999999,27.889999,36.400002,14.787704000000002,29.090765,40.781189,22.030712,25.783855,1.38,0.56,-0.21,0.0
2009-06-01,78.987984,141.297089,33.653240000000004,95.730003,33.141239,108.289772,28.870001000000002,37.43,14.850697,30.256008,41.884445,22.820719,26.478149,2.72,1.55,-0.72,0.0
2009-06-02,79.05465699999999,142.923508,33.68858,96.360001,33.186764000000004,108.201378,28.57,37.610001000000004,15.146769,29.980877000000003,42.170185,22.985588,26.770484999999997,0.29,0.85,-0.19,0.0
2009-06-03,78.054497,141.217285,32.946228000000005,94.410004,33.086582,108.250496,27.5,36.25,15.427085,28.637602,40.868492,22.484106,25.900789000000003,-1.39,0.78,-0.84,0.0
2009-06-04,78.78795600000001,141.486664,33.193684000000005,96.230003,33.459995,108.23085800000001,28.15,37.689999,15.31685,29.309244,41.749512,22.497851999999998,26.185816,1.18,0.15,1.08,0.0
2009-06-05,78.804634,139.36135900000002,32.804829,93.709999,33.496414,108.191528,27.950001,37.400002,15.250704,29.204047999999997,41.26535,22.44976,25.718079,-0.19,0.13,-0.56,0.0
2009-06-08,78.479576,138.762695,32.981578999999996,93.559998,33.396233,108.152229,27.549999,37.540001000000004,15.099521,28.945104999999998,41.027225,22.161232000000002,25.53537,-0.2,-0.97,0.6,0.0
2009-06-09,78.879623,140.458923,33.264378,93.83000200000001,33.651234,108.18170900000001,27.870001000000002,38.189999,15.175113,29.171678999999997,41.352654,22.394802,25.944637,0.49,0.34,-0.28,0.0
2009-06-10,78.679611,139.620804,33.299735999999996,93.860001,33.532833000000004,108.24066200000001,27.559998999999998,38.970001,15.090071,29.284972999999997,41.138348,22.779497,25.769239000000002,-0.35,-0.33,-0.47,0.0
2009-06-11,79.029671,140.74833700000002,33.865334000000004,93.699997,33.532833000000004,108.24066200000001,27.67,39.68,15.291653,30.061794,41.598709,23.274113,26.112726000000002,0.63,-0.21,0.26,0.0
2009-06-12,79.246361,139.680695,33.829975,92.16999799999999,33.378021000000004,108.201378,27.32,39.43,15.411338,29.730032,41.511395,22.958107000000002,26.090809,0.03,-0.19,0.01,0.0
2009-06-15,77.42939799999999,137.68508899999998,33.229023,91.099998,32.694984000000005,108.201378,26.389999,38.52,14.995581,28.645702000000004,40.638306,22.065065,24.82646,-2.38,-0.3,-0.33,0.0
2009-06-16,76.37921899999999,138.054245,32.87553,91.93,32.376221,108.27013400000001,26.33,38.509997999999996,14.992432,28.06308,40.455757,21.810894,24.54874,-1.33,-0.09,-0.26,0.0
2009-06-17,76.304192,139.18180800000002,33.264378,92.349998,32.68586,108.279968,26.450001,38.700001,15.38614,27.79604,40.574814,21.604801000000002,24.534126,-0.08,0.9,-0.98,0.0
2009-06-18,76.862633,138.60304299999999,32.981578999999996,91.610001,32.622116,108.27013400000001,26.290001,38.849998,15.515276,27.747490000000003,39.820778,21.810894,24.672983,0.74,-0.64,0.41,0.0
2009-06-19,77.145935,139.151825,33.511821999999995,91.900002,32.972256,108.260277,26.0,37.970001,15.606617000000002,27.95788,39.760368,21.955149,24.953924,0.35,0.29,0.11,0.0
2009-06-22,74.832565,138.343628,32.769484999999996,90.540001,31.987485999999997,108.22100800000001,25.66,36.25,15.288502,26.511078,38.793751,21.110191,24.172705,-3.08,-0.37,-0.71,0.0
2009-06-23,74.891243,140.448959,32.982731,90.91999799999999,31.914532,108.211205,26.059998999999998,37.41,15.228659,27.009132,39.17234,21.171201999999997,24.495707,0.08,-1.1,0.14,0.0
2009-06-24,75.53666700000001,139.111908,33.05381,91.449997,32.452518,108.23085800000001,25.93,37.09,15.468031,27.262239,40.002014,21.563913,24.691010000000002,0.78,0.27,-0.18,0.0
2009-06-25,77.179466,139.600845,33.835735,92.309998,33.090804999999996,108.27013400000001,26.08,38.049999,15.918429999999999,28.193023999999998,40.598103,22.082848000000002,25.149223000000003,2.19,0.81,0.04,0.0
2009-06-26,76.97831,140.399094,33.942356,92.290001,33.163761,108.279968,25.879998999999998,37.509997999999996,16.022375,28.4543,41.282795,22.272184,24.871298,0.04,1.57,0.13,0.0
2009-06-29,77.699127,140.508835,33.764648,92.040001,33.236702,108.250496,25.870001000000002,38.669998,16.012918,28.584934000000004,41.427792,22.461529000000002,25.269413,0.82,-1.09,0.36,0.0
2009-06-30,77.070511,140.019913,33.515858,91.18,33.172882,108.279968,25.450001,37.93,15.953082,28.364490999999997,41.645287,22.209076,25.014013000000002,-0.74,0.25,-0.19,0.0
2009-07-01,77.389,141.129501,33.906815,92.389999,33.19112,108.25733899999999,25.719998999999998,37.459998999999996,15.748351000000001,28.642090000000003,42.378307,22.328291,25.434670999999998,0.54,1.49,0.19,0.001
2009-07-02,75.276802,139.692642,33.160441999999996,91.25,32.461632,108.247498,25.059998999999998,36.049999,15.285353,27.801113,41.476116,21.514822,24.600873999999997,-2.89,-0.6,-1.03,0.001
2009-07-06,75.268417,139.503021,33.373684000000004,90.760002,32.288383,108.247498,24.4,34.709998999999996,15.228659,27.670477,40.888088,21.40963,24.465657999999998,-0.03,-0.94,-0.97,0.001
2009-07-07,73.809998,138.804596,33.018269000000004,90.709999,31.485964000000003,108.25733899999999,23.6,33.810001,14.951488000000001,26.649876000000003,40.018135,20.890696,23.744535,-1.93,0.03,-0.15,0.001
2009-07-08,73.759697,138.49527,33.018269000000004,89.269997,31.650095,108.29666100000001,24.07,32.57,14.901093,26.355946000000003,39.663712,20.778498000000003,23.549234,-0.2,-0.56,-1.11,0.001
2009-07-09,73.90218399999999,140.011948,33.018269000000004,89.510002,31.704809,108.29666100000001,24.18,32.77,14.942039000000001,26.698868,40.445057,21.115101,24.022474,0.35,-0.58,1.25,0.001
2009-07-10,73.72618100000001,139.143875,32.662842,89.58000200000001,31.841583,108.25733899999999,23.950001,32.380001,14.926289,26.462090000000003,40.211456,20.981861,23.706979999999998,-0.35,0.94,-0.5,0.001
2009-07-13,75.519852,139.642746,32.733932,90.190002,32.452518,108.277023,24.620001000000002,32.369999,15.099521,26.902988,40.445057,21.129122,24.405576999999997,2.43,-0.69,1.81,0.001
2009-07-14,75.947357,139.074005,32.733932,90.809998,32.571059999999996,108.277023,24.41,32.110001000000004,15.09322,26.91115,41.11364,21.795328,24.53327,0.59,0.32,0.63,0.001
2009-07-15,78.168518,140.760254,33.089359,92.239998,33.665257000000004,108.26718100000001,24.4,33.470001,15.323148000000002,28.486959000000002,42.249424,22.777102,25.660028,2.98,0.56,1.41,0.001
2009-07-16,78.042778,141.089554,32.947196999999996,91.980003,34.066471,108.26718100000001,24.09,33.560001,15.348348000000001,28.838040999999997,42.652184,22.896314999999998,25.975517,0.94,0.46,-0.11,0.001
2009-07-17,78.897751,140.700409,32.947196999999996,91.93,34.248855999999996,108.25733899999999,24.299999,34.240002000000004,15.329448000000001,28.960508,42.668293,22.889305,25.862837,-0.05,-0.23,-0.04,0.001
2009-07-20,79.735939,141.937698,33.373684000000004,93.279999,34.577129,108.247498,24.700001,34.830002,15.483782000000001,29.948462,43.554359,23.597586,26.38867,1.19,0.33,0.37,0.001
2009-07-21,80.10470600000001,141.65831,33.65802,93.129997,34.814198,108.25733899999999,24.299999,34.939999,15.590873,29.858644,43.747677,23.611604999999997,26.411194000000002,0.31,-0.53,-0.81,0.001
2009-07-22,80.087929,141.74809299999998,34.048984999999995,93.440002,35.105979999999995,108.26718100000001,24.1,34.810001,15.669614000000001,29.972942,43.626854,23.492393,26.576458000000002,0.08,0.61,0.34,0.001
2009-07-23,81.856499,141.638336,34.191151,93.260002,35.881054,108.26718100000001,24.65,35.790001000000004,16.932627,30.773094,44.496811,24.067429,27.124805,2.37,0.59,1.09,0.001
2009-07-24,82.19178000000001,141.837921,34.368858,93.410004,35.607483,108.25733899999999,24.360001,36.220001,17.24445,30.691447999999998,44.609589,23.976267,27.372698,0.38,0.31,0.15,0.001
2009-07-27,82.434845,142.05741899999998,34.297768,93.709999,35.881054,108.277023,24.5,36.32,17.342089,30.871082,44.746525,24.319885,27.432795000000002,0.3,0.09,0.98,0.001
2009-07-28,82.049286,141.388855,34.262234,92.110001,35.634853,108.26718100000001,24.629998999999998,35.759997999999996,17.512169,30.609803999999997,44.118214,24.502209,27.282557,-0.2,0.29,-0.34,0.001
2009-07-29,81.848129,140.02191200000001,34.511028,91.199997,35.871933,108.28683500000001,24.32,33.470001,17.405081,29.932121000000002,43.48991,24.004317999999998,27.109789000000003,-0.46,-0.13,-0.82,0.001
2009-07-30,82.703056,140.291306,34.901981,91.620003,36.081661,108.26718100000001,25.0,35.490002000000004,17.518470999999998,30.666953999999997,44.408215,24.733632999999998,27.552979999999998,1.24,0.31,1.45,0.001
2009-07-31,82.82038100000001,142.15721100000002,35.079689,93.349998,35.972229,108.277023,25.370001000000002,36.810001,17.398781,30.764938,44.698193,25.028162,27.921049,0.05,-0.17,1.27,0.001
2009-08-03,84.186661,143.753693,35.683899,93.870003,36.510222999999996,108.235703,26.35,37.919998,17.446023999999998,32.063137,46.099785,25.63826,28.506968,1.63,0.1,1.68,0.001
2009-08-04,84.404556,143.633942,35.648361,94.68,36.510222999999996,108.24553700000001,26.280001000000002,37.970001,17.590912,32.218258,44.835133,25.582159,28.672221999999998,0.32,0.43,0.83,0.001
2009-08-05,84.161514,143.773621,35.399570000000004,94.779999,36.227565999999996,108.26523600000002,26.030001000000002,38.200001,17.285395,32.397896,44.964012,25.168411,28.386779999999998,-0.3,-1.11,1.7,0.001
2009-08-06,83.725624,143.194946,35.364025,94.599998,35.908409000000006,108.284866,25.559998999999998,38.27,16.850735,31.899834000000002,44.303493,25.231529000000002,28.183949,-0.62,-0.98,0.05,0.001
2009-08-07,84.823662,141.358978,35.221859,93.75,36.364323,108.24553700000001,25.629998999999998,37.650002,16.901134,32.348896,44.682079,25.364767,28.491946999999996,1.44,0.98,1.18,0.001
2009-08-10,84.64762900000001,141.01973,35.221859,92.93,36.109001,108.255402,25.790001,37.709998999999996,16.885384,32.373405,44.14238,25.098288,28.198996,-0.32,0.47,0.27,0.001
2009-08-11,83.591522,141.109543,35.221859,92.790001,35.798977,108.27503999999999,26.02,36.860001000000004,16.727903,31.614072999999998,43.900723,24.929987,27.913534000000002,-1.25,-0.07,-1.14,0.001
2009-08-12,84.488388,141.71817,35.399570000000004,92.949997,36.355206,108.27503999999999,26.42,37.349998,16.844437,32.079464,43.755737,25.434895,28.401808000000003,1.21,0.44,0.55,0.001
2009-08-13,85.133774,142.456558,35.719444,93.720001,36.555809,108.284866,26.139999,37.799999,16.756245,32.340736,44.907627,25.960846,28.702271000000003,0.73,-0.3,1.11,0.001
2009-08-14,84.480003,141.54853799999998,35.861607,93.0,36.136368,108.284866,25.57,36.029999,16.611364000000002,31.891676,44.319595,25.483985999999998,28.364243,-0.97,-1.21,-0.28,0.001
2009-08-17,82.401299,140.480881,34.866444,91.610001,35.087738,108.29470800000001,25.08,35.52,16.331041,30.911907,42.660233,24.782721,27.214949,-2.46,-0.11,-1.69,0.001
2009-08-18,83.055099,140.89003,35.15078,92.059998,35.589259999999996,108.29470800000001,25.4,36.860001000000004,16.428684,31.483428999999997,44.061832,25.280617000000003,27.537952,1.11,0.47,1.3,0.001
2009-08-19,83.784309,141.937698,35.257389,92.529999,35.835460999999995,108.284866,25.389999,38.119999,16.762547,31.695721000000002,43.804073,25.343733,27.898509999999998,0.72,0.44,-0.39,0.001
